recomb_multiplier	k_adapt	gamma_shape	replicate	seed
2	10000	0.4	375	458154907422228200
4	1000	0.1	375	2004842314251288300
4	1000	0.2	375	653923975744279400
4	1000	0.4	375	589695944826421200
4	10000	0.1	375	73243427034631180
4	10000	0.2	375	424775890952444860
4	10000	0.4	375	2.6127193363522198e+17
0.5	1000	0.1	376	456219148141084400
0.5	1000	0.2	376	1307460376646053600
0.5	1000	0.4	376	1790006610392828400
0.5	10000	0.1	376	4.2558853185914477e+17
0.5	10000	0.2	376	792557451423291100
0.5	10000	0.4	376	1977672164030001e3
1	1000	0.1	376	670546413296649600
1	1000	0.2	376	1751078662122661e3
1	1000	0.4	376	211959630040783e4
1	10000	0.1	376	1699381508359461400
1	10000	0.2	376	1419368844668034800
1	10000	0.4	376	583136150325453600
2	1000	0.1	376	95113820863248030
2	1000	0.2	376	2258683162787247400
2	1000	0.4	376	515324765045242700
2	10000	0.1	376	851479731018433300
2	10000	0.2	376	1223445858851566600
2	10000	0.4	376	496541685206853400
4	1000	0.1	376	1749136883820273e3
4	1000	0.2	376	848503228769219800
4	1000	0.4	376	1992711913293688300
4	10000	0.1	376	2092742487346024700
4	10000	0.2	376	1312971812727293400
4	10000	0.4	376	1473289665508280600
0.5	1000	0.1	377	2158649710446828500
0.5	1000	0.2	377	1396345463096778200
0.5	1000	0.4	377	931661241393737e3
0.5	10000	0.1	377	340735308523878900
0.5	10000	0.2	377	5.3506323343159123e+17
0.5	10000	0.4	377	1680557731997793300
1	1000	0.1	377	1546907359852652800
1	1000	0.2	377	2104222937984156400
1	1000	0.4	377	615754709265402600
1	10000	0.1	377	1807077108917787600
1	10000	0.2	377	2283102657688788200
1	10000	0.4	377	855542988280883600
2	1000	0.1	377	1591986002183527400
2	1000	0.2	377	1586727517667829800
2	1000	0.4	377	943389766411343700
2	10000	0.1	377	2019335271284401200
2	10000	0.2	377	1993192110862584e3
2	10000	0.4	377	28048579615824988
4	1000	0.1	377	355311083824297300
4	1000	0.2	377	1070628755626995200
4	1000	0.4	377	697859029571717900
4	10000	0.1	377	72007791113406224
4	10000	0.2	377	1613543518758190600
4	10000	0.4	377	180948558779347040
0.5	1000	0.1	378	92271913660099980
0.5	1000	0.2	378	1660029855350856e3
0.5	1000	0.4	378	1222850907374388200
0.5	10000	0.1	378	436457870398921700
0.5	10000	0.2	378	1086003892022183700
0.5	10000	0.4	378	2236836825614923500
1	1000	0.1	378	1784772084451895800
1	1000	0.2	378	99187421564605392
1	1000	0.4	378	1621206795483707e3
1	10000	0.1	378	53171015259874450
1	10000	0.2	378	935038578054288600
1	10000	0.4	378	253606382694011500
2	1000	0.1	378	1248292703057048600
2	1000	0.2	378	1101272489200636e3
2	1000	0.4	378	4.4604317419042797e+17
2	10000	0.1	378	2108378397003509800
2	10000	0.2	378	2136078582305175600
2	10000	0.4	378	1405648061728588500
4	1000	0.1	378	1283872120003886600
4	1000	0.2	378	668873235566326900
4	1000	0.4	378	1786904244250138e3
4	10000	0.1	378	4.3285777924243117e+17
4	10000	0.2	378	1728753524205135400
4	10000	0.4	378	1.6095794613115162e+17
0.5	1000	0.1	379	218245254797726e4
0.5	1000	0.2	379	1432557375341339100
0.5	1000	0.4	379	1389002593044809500
0.5	10000	0.1	379	1290503487900331e3
0.5	10000	0.2	379	127350885235232e4
0.5	10000	0.4	379	144806268384905700
1	1000	0.1	379	567519434907086200
1	1000	0.2	379	264031374196656130
1	1000	0.4	379	1121174816259649500
1	10000	0.1	379	1497808739904063500
1	10000	0.2	379	2297068482467855600
1	10000	0.4	379	1500252833026522600
2	1000	0.1	379	1678694726447244300
2	1000	0.2	379	1846560873798036700
2	1000	0.4	379	1238718519033120300
2	10000	0.1	379	1018170311093060600
2	10000	0.2	379	1433056542579984600
2	10000	0.4	379	1843246713658451e3
4	1000	0.1	379	2052515144100502800
4	1000	0.2	379	776195257101470600
4	1000	0.4	379	1194705943199658500
4	10000	0.1	379	535831683535447500
4	10000	0.2	379	1323794668362175200
4	10000	0.4	379	2177097211027615200
0.5	1000	0.1	380	1738272948717011200
0.5	1000	0.2	380	802216521499523800
0.5	1000	0.4	380	1463916976819275500
0.5	10000	0.1	380	1510021514601932500
0.5	10000	0.2	380	921177585044537100
0.5	10000	0.4	380	1078359803044165200
1	1000	0.1	380	1284918668817701400
1	1000	0.2	380	2175561853097533700
1	1000	0.4	380	1866871770753761500
1	10000	0.1	380	1.5900361722343199e+18
1	10000	0.2	380	642054536048096800
1	10000	0.4	380	1661728474013740800
2	1000	0.1	380	744445623116406700
2	1000	0.2	380	99233676778248592
2	1000	0.4	380	8.5390703219583194e+17
2	10000	0.1	380	5557565308076482
2	10000	0.2	380	28078774531076952
2	10000	0.4	380	1983765401670062600
4	1000	0.1	380	1833466486851711500
4	1000	0.2	380	1152117436099884300
4	1000	0.4	380	1772965529407302700
4	10000	0.1	380	1767865543755883800
4	10000	0.2	380	1856367699554264600
4	10000	0.4	380	726383190301742700
0.5	1000	0.1	381	1425219337443664600
0.5	1000	0.2	381	349146885823096900
0.5	1000	0.4	381	1264482691533982200
0.5	10000	0.1	381	2081697815660094700
0.5	10000	0.2	381	2064001059005021700
0.5	10000	0.4	381	1014924205131917800
1	1000	0.1	381	1301384271534452700
1	1000	0.2	381	1258552142757759500
1	1000	0.4	381	1928703182190671e3
1	10000	0.1	381	1099578954254163500
1	10000	0.2	381	1079263515887347100
1	10000	0.4	381	1934603699788465700
2	1000	0.1	381	1970528937870032400
2	1000	0.2	381	2244086507917679400
2	1000	0.4	381	883688251289788500
2	10000	0.1	381	2008324982856419800
2	10000	0.2	381	904912387901876100
2	10000	0.4	381	1530897006522705e3
4	1000	0.1	381	1714883985583022600
4	1000	0.2	381	602061958516564600
4	1000	0.4	381	674754247597898800
4	10000	0.1	381	6958035391618651
4	10000	0.2	381	1743744449111192e3
4	10000	0.4	381	178449693857186720
0.5	1000	0.1	382	538976398862946240
0.5	1000	0.2	382	642670984250583e3
0.5	1000	0.4	382	1059792002445433600
0.5	10000	0.1	382	1035111146714850800
0.5	10000	0.2	382	1830885234285811e3
0.5	10000	0.4	382	2281941323122101500
1	1000	0.1	382	90028226056268770
1	1000	0.2	382	1068748048889494800
1	1000	0.4	382	136993511734978e4
1	10000	0.1	382	596935608020779400
1	10000	0.2	382	443993676439415e3
1	10000	0.4	382	2081158984793972700
2	1000	0.1	382	1171377575221682700
2	1000	0.2	382	626403015608622500
2	1000	0.4	382	2164852319037985500
2	10000	0.1	382	2164096046343102500
2	10000	0.2	382	117406642579941090
2	10000	0.4	382	2237490787635751400
4	1000	0.1	382	691383798749702800
4	1000	0.2	382	1091187550312835700
4	1000	0.4	382	2300054647125147100
4	10000	0.1	382	200171227327277300
4	10000	0.2	382	336298421925357700
4	10000	0.4	382	915920907923427300
0.5	1000	0.1	383	1869030405606147e3
0.5	1000	0.2	383	21186964966415572
0.5	1000	0.4	383	1832973052723637800
0.5	10000	0.1	383	2100233416025535e3
0.5	10000	0.2	383	685056136869608200
0.5	10000	0.4	383	340583699683805800
1	1000	0.1	383	1501991111367656e3
1	1000	0.2	383	106343948409465650
1	1000	0.4	383	1001604429273657300
1	10000	0.1	383	922686420623273700
1	10000	0.2	383	2039833416415433e3
1	10000	0.4	383	512793444896718200
2	1000	0.1	383	211868982031032030
2	1000	0.2	383	694341154169307500
2	1000	0.4	383	364832775072280900
2	10000	0.1	383	624002465699522800
2	10000	0.2	383	1882473876597535e3
2	10000	0.4	383	235149546902575700
4	1000	0.1	383	1183718276696575500
4	1000	0.2	383	1334042444626138e3
4	1000	0.4	383	446663129291752700
4	10000	0.1	383	1403753878425432600
4	10000	0.2	383	1350565085669649700
4	10000	0.4	383	956804426211854200
0.5	1000	0.1	384	2199717529239419e3
0.5	1000	0.2	384	465380029412913400
0.5	1000	0.4	384	2032053970375608800
0.5	10000	0.1	384	1761852189161054500
0.5	10000	0.2	384	1596948313194732500
0.5	10000	0.4	384	741726818627101600
1	1000	0.1	384	31334185018706344
1	1000	0.2	384	2040219356482983400
1	1000	0.4	384	343346440597617860
1	10000	0.1	384	1475403529294502400
1	10000	0.2	384	439877167054708740
1	10000	0.4	384	2174790620467276800
2	1000	0.1	384	1.2385539774900639e+18
2	1000	0.2	384	2019040640566396200
2	1000	0.4	384	131288843345115330
2	10000	0.1	384	663780656789397500
2	10000	0.2	384	2229944681406101800
2	10000	0.4	384	568604997424761e3
4	1000	0.1	384	2021804710003269600
4	1000	0.2	384	1602438014929058800
4	1000	0.4	384	595065076320032400
4	10000	0.1	384	1426878893467986e3
4	10000	0.2	384	10793170219623356
4	10000	0.4	384	788407989787073500
0.5	1000	0.1	385	1638731865301053400
0.5	1000	0.2	385	628888902239439900
0.5	1000	0.4	385	2289584603959876600
0.5	10000	0.1	385	2043259142527854600
0.5	10000	0.2	385	768990683618371200
0.5	10000	0.4	385	1276128500099933e3
1	1000	0.1	385	1387271841642110500
1	1000	0.2	385	56697655701618704
1	1000	0.4	385	2113431941589239e3
1	10000	0.1	385	1613217758743041500
1	10000	0.2	385	1374382688177631e3
1	10000	0.4	385	1734445844425525500
2	1000	0.1	385	2176992356892902e3
2	1000	0.2	385	804572928130212900
2	1000	0.4	385	350836519217845900
2	10000	0.1	385	1675953381231999500
2	10000	0.2	385	2129078403431266600
2	10000	0.4	385	1082508378971443800
4	1000	0.1	385	1743086031432622300
4	1000	0.2	385	872238141450602100
4	1000	0.4	385	1945258189570069e3
4	10000	0.1	385	1351247927338989300
4	10000	0.2	385	2104526478877973800
4	10000	0.4	385	2235381526905606700
0.5	1000	0.1	386	337595409843479550
0.5	1000	0.2	386	1281871549653907700
0.5	1000	0.4	386	652296051325403600
0.5	10000	0.1	386	183939262867791e4
0.5	10000	0.2	386	2136915996842594800
0.5	10000	0.4	386	1008539343294955400
1	1000	0.1	386	3.8658450920210477e+17
1	1000	0.2	386	1359447360293213700
1	1000	0.4	386	1655092586274023e3
1	10000	0.1	386	1007300517628838500
1	10000	0.2	386	1167151583222811600
1	10000	0.4	386	580905257815071400
2	1000	0.1	386	97796781848149440
2	1000	0.2	386	2015996740623877400
2	1000	0.4	386	1851927426681247200
2	10000	0.1	386	672235798019560400
2	10000	0.2	386	2293414981935632600
2	10000	0.4	386	1.6152422672888758e+17
4	1000	0.1	386	887049068282505200
4	1000	0.2	386	212675278292670200
4	1000	0.4	386	476152523469192700
4	10000	0.1	386	2041181556476159500
4	10000	0.2	386	150734766128068800
4	10000	0.4	386	400851946171013250
0.5	1000	0.1	387	1180870139225216500
0.5	1000	0.2	387	1779348783009932300
0.5	1000	0.4	387	1954510225070088e3
0.5	10000	0.1	387	2114366917938653200
0.5	10000	0.2	387	156066506840141250
0.5	10000	0.4	387	1558908399042452e3
1	1000	0.1	387	1409553376905156900
1	1000	0.2	387	1096198502504193300
1	1000	0.4	387	1777655052403737e3
1	10000	0.1	387	1709611451223884300
1	10000	0.2	387	169917104939321800
1	10000	0.4	387	2153890881490012200
2	1000	0.1	387	2068919717943004200
2	1000	0.2	387	287673932248429100
2	1000	0.4	387	1859618246338025200
2	10000	0.1	387	1684259345872394800
2	10000	0.2	387	1122904105126654700
2	10000	0.4	387	1924732293422494500
4	1000	0.1	387	1590536831000402400
4	1000	0.2	387	905148375483338800
4	1000	0.4	387	2262062749484945e3
4	10000	0.1	387	956912810228158e3
4	10000	0.2	387	1297030609155116500
4	10000	0.4	387	1984432444068885800
0.5	1000	0.1	388	48633267985242320
0.5	1000	0.2	388	1518745026214037e3
0.5	1000	0.4	388	925617044217614700
0.5	10000	0.1	388	1595925056401535700
0.5	10000	0.2	388	1693293919203160300
0.5	10000	0.4	388	1533896072588364500
1	1000	0.1	388	1038872786955624700
1	1000	0.2	388	1409362650117226
1	1000	0.4	388	676852054934630700
1	10000	0.1	388	221704770314114720
1	10000	0.2	388	231595917417452300
1	10000	0.4	388	63262012369969824
2	1000	0.1	388	464452660959461950
2	1000	0.2	388	1951842973534719e3
2	1000	0.4	388	407019884517267500
2	10000	0.1	388	2081619064227438300
2	10000	0.2	388	1938444607656881200
2	10000	0.4	388	2289596021197527300
4	1000	0.1	388	824878790455861800
4	1000	0.2	388	4.3454143687212877e+17
4	1000	0.4	388	1898361586655529500
4	10000	0.1	388	1642763270624121600
4	10000	0.2	388	324050230932904640
4	10000	0.4	388	682319558732198700
0.5	1000	0.1	389	1301221508747124700
0.5	1000	0.2	389	1064032730669489200
0.5	1000	0.4	389	719801159700185200
0.5	10000	0.1	389	893777414794293800
0.5	10000	0.2	389	1177652119514649900
0.5	10000	0.4	389	1476569479494319600
1	1000	0.1	389	1665442859851605e3
1	1000	0.2	389	954423825274665100
1	1000	0.4	389	930863502657993e3
1	10000	0.1	389	2136474564323508500
1	10000	0.2	389	1128546552363358100
1	10000	0.4	389	386339870036490200
2	1000	0.1	389	220083442435959e4
2	1000	0.2	389	1615235649509766700
2	1000	0.4	389	2236871666220078600
2	10000	0.1	389	2004224650013391e3
2	10000	0.2	389	2.1346946985068959e+18
2	10000	0.4	389	1690710143366141200
4	1000	0.1	389	805325055124432100
4	1000	0.2	389	519560106188346940
4	1000	0.4	389	2181924208405047e3
4	10000	0.1	389	2083181418845503700
4	10000	0.2	389	769628094219003600
4	10000	0.4	389	799165546586812200
0.5	1000	0.1	390	119289349248703e4
0.5	1000	0.2	390	1293727495875995600
0.5	1000	0.4	390	554603288875904060
0.5	10000	0.1	390	519117506063519900
0.5	10000	0.2	390	1439445187718745600
0.5	10000	0.4	390	540463294211085760
1	1000	0.1	390	1068834371703872100
1	1000	0.2	390	1778907731347119600
1	1000	0.4	390	1005674141350457300
1	10000	0.1	390	37867084303102840
1	10000	0.2	390	1424398905583861500
1	10000	0.4	390	316525451876403700
2	1000	0.1	390	922705202353201e3
2	1000	0.2	390	303015238348038300
2	1000	0.4	390	1797127120232408300
2	10000	0.1	390	393534319994986750
2	10000	0.2	390	1904491924232578800
2	10000	0.4	390	1074741482940892400
4	1000	0.1	390	1115474473577801700
4	1000	0.2	390	1697952281357910500
4	1000	0.4	390	1769138223479438800
4	10000	0.1	390	1200363341407206700
4	10000	0.2	390	130778888782022140
4	10000	0.4	390	180004754354276130
0.5	1000	0.1	391	1639522679596503300
0.5	1000	0.2	391	49030398653938656
0.5	1000	0.4	391	1099523982634347400
0.5	10000	0.1	391	1309785231544526e3
0.5	10000	0.2	391	1725417025806143700
0.5	10000	0.4	391	821304138954003700
1	1000	0.1	391	1572338207911662e3
1	1000	0.2	391	1118042739161109e3
1	1000	0.4	391	838192656668561700
1	10000	0.1	391	832659639326012700
1	10000	0.2	391	603186926359007e3
1	10000	0.4	391	1390291664785588700
2	1000	0.1	391	1503470675305159400
2	1000	0.2	391	1147120215443774800
2	1000	0.4	391	132258468118013280
2	10000	0.1	391	1070636570933185e3
2	10000	0.2	391	81287084922687730
2	10000	0.4	391	768608277471470800
4	1000	0.1	391	1893147863492546800
4	1000	0.2	391	961766593104654600
4	1000	0.4	391	2028448566760707800
4	10000	0.1	391	5.2922259293350797e+17
4	10000	0.2	391	573313520039894300
4	10000	0.4	391	1920465184669193700
0.5	1000	0.1	392	2194160809087802600
0.5	1000	0.2	392	936884365065523300
0.5	1000	0.4	392	2180996598282194e3
0.5	10000	0.1	392	1353563102725314e3
0.5	10000	0.2	392	1734717497261292500
0.5	10000	0.4	392	1.2202809338325279e+18
1	1000	0.1	392	1564487694436791e3
1	1000	0.2	392	892083375107847700
1	1000	0.4	392	2290095293777201e3
1	10000	0.1	392	2100206036897999600
1	10000	0.2	392	614809406839957900
1	10000	0.4	392	440806266137020860
2	1000	0.1	392	2233000527258811400
2	1000	0.2	392	56449424886188616
2	1000	0.4	392	2108682181383568600
2	10000	0.1	392	2151871486602816e3
2	10000	0.2	392	1678706615053567700
2	10000	0.4	392	1519944187469182500
4	1000	0.1	392	1546538028529842700
4	1000	0.2	392	901157341237140700
4	1000	0.4	392	1215335607324712400
4	10000	0.1	392	283236378386056220
4	10000	0.2	392	1923369708120838400
4	10000	0.4	392	1964329239361661e3
0.5	1000	0.1	393	2018425122829916200
0.5	1000	0.2	393	751834440952197100
0.5	1000	0.4	393	1175074149363423200
0.5	10000	0.1	393	5.5033003211062157e+17
0.5	10000	0.2	393	507968229216012200
0.5	10000	0.4	393	953049885812106100
1	1000	0.1	393	451990760104080300
1	1000	0.2	393	619388732328714800
1	1000	0.4	393	1130408217493811e3
1	10000	0.1	393	1993153339391739400
1	10000	0.2	393	1379965161798297600
1	10000	0.4	393	1015134532266152300
2	1000	0.1	393	757970483022596700
2	1000	0.2	393	1434483725968985300
2	1000	0.4	393	85028876686575230
2	10000	0.1	393	1239771866945606e3
2	10000	0.2	393	2137931242510413e3
2	10000	0.4	393	2290721945444691e3
4	1000	0.1	393	580795714073520800
4	1000	0.2	393	1243516448538197500
4	1000	0.4	393	91491441732229170
4	10000	0.1	393	1415702718694975e3
4	10000	0.2	393	5.1323447539967277e+17
4	10000	0.4	393	69647502399607570
0.5	1000	0.1	394	1176028840290368e3
0.5	1000	0.2	394	1048983104798609800
0.5	1000	0.4	394	51965019099327936
0.5	10000	0.1	394	398159333704456400
0.5	10000	0.2	394	435964949349113400
0.5	10000	0.4	394	387526948504228600
1	1000	0.1	394	1628824431458185700
1	1000	0.2	394	680650163350879200
1	1000	0.4	394	1835146585847432200
1	10000	0.1	394	159535710911906370
1	10000	0.2	394	613953220145012e3
1	10000	0.4	394	867170097723783e3
2	1000	0.1	394	1621052629687982600
2	1000	0.2	394	1055236660807595500
2	1000	0.4	394	668657774499536400
2	10000	0.1	394	133158909020703600
2	10000	0.2	394	1300543036645280500
2	10000	0.4	394	1992918006999084
4	1000	0.1	394	1042776377447971600
4	1000	0.2	394	1917660927410840600
4	1000	0.4	394	288489271878731700
4	10000	0.1	394	234781143190980450
4	10000	0.2	394	1136522251741403100
4	10000	0.4	394	30208523232871536
0.5	1000	0.1	395	1627804892751638e3
0.5	1000	0.2	395	1028053611544106500
0.5	1000	0.4	395	220733945683009900
0.5	10000	0.1	395	1019632748004275e3
0.5	10000	0.2	395	1328740410312609500
0.5	10000	0.4	395	2033086062426471400
1	1000	0.1	395	1589694072002652e3
1	1000	0.2	395	1302849401284840200
1	1000	0.4	395	1854628975481417e3
1	10000	0.1	395	1887793800527727e3
1	10000	0.2	395	454770915861266200
1	10000	0.4	395	1606626475524087800
2	1000	0.1	395	631419660876534900
2	1000	0.2	395	222876402189138240
2	1000	0.4	395	896550768479865e3
2	10000	0.1	395	1956616743470154500
2	10000	0.2	395	1351304126990565600
2	10000	0.4	395	1421162367221939e3
4	1000	0.1	395	1247313897906825700
4	1000	0.2	395	119690990126282180
4	1000	0.4	395	429455585114526700
4	10000	0.1	395	2099583420931964e3
4	10000	0.2	395	250404424201622980
4	10000	0.4	395	2063598839281438200
0.5	1000	0.1	396	1712869372591129300
0.5	1000	0.2	396	1038119193933309300
0.5	1000	0.4	396	638645545092540500
0.5	10000	0.1	396	97349093198242820
0.5	10000	0.2	396	1853023205814249500
0.5	10000	0.4	396	2129112956998400500
1	1000	0.1	396	1923367129607677200
1	1000	0.2	396	934937392660854700
1	1000	0.4	396	618866117055038700
1	10000	0.1	396	5143976471329656
1	10000	0.2	396	1366144799403293700
1	10000	0.4	396	779399689603085200
2	1000	0.1	396	587578259823610900
2	1000	0.2	396	1391148807133031400
2	1000	0.4	396	1566572415779609900
2	10000	0.1	396	961122089687955800
2	10000	0.2	396	477382777705959800
2	10000	0.4	396	1894177031424406500
4	1000	0.1	396	1402309522048672e3
4	1000	0.2	396	1124069286905357400
4	1000	0.4	396	542135315700132160
4	10000	0.1	396	7.2218724642186394e+17
4	10000	0.2	396	1901583906084659200
4	10000	0.4	396	1508811588559262200
0.5	1000	0.1	397	150468631370650560
0.5	1000	0.2	397	1394868102419950800
0.5	1000	0.4	397	109199851577602900
0.5	10000	0.1	397	1357916380885746400
0.5	10000	0.2	397	1028217200645546400
0.5	10000	0.4	397	2108938181347186e3
1	1000	0.1	397	379708695851069300
1	1000	0.2	397	1931234426860450600
1	1000	0.4	397	2298303938318139e3
1	10000	0.1	397	2163066389927252700
1	10000	0.2	397	55169162713850890
1	10000	0.4	397	2205002619531054300
2	1000	0.1	397	158788997681247360
2	1000	0.2	397	1310007559936954600
2	1000	0.4	397	1.9239567191231201e+18
2	10000	0.1	397	522627412494258240
2	10000	0.2	397	1608333645664508e3
2	10000	0.4	397	69753231052262410
4	1000	0.1	397	1725548649834232800
4	1000	0.2	397	1645008460992185600
4	1000	0.4	397	282466235202608160
4	10000	0.1	397	919609701146045300
4	10000	0.2	397	436205205173504060
4	10000	0.4	397	365529715283344260
0.5	1000	0.1	398	1171967583863255600
0.5	1000	0.2	398	1824938336379077400
0.5	1000	0.4	398	2039833288399906800
0.5	10000	0.1	398	1377082643586997e3
0.5	10000	0.2	398	2067352464931697200
0.5	10000	0.4	398	837887781400469500
1	1000	0.1	398	1320506295600895700
1	1000	0.2	398	4.6079740383681677e+17
1	1000	0.4	398	466541766812551800
1	10000	0.1	398	1169413959456076300
1	10000	0.2	398	2067339351146494700
1	10000	0.4	398	2213684352981699e3
2	1000	0.1	398	2124477725264092e3
2	1000	0.2	398	471023634454992900
2	1000	0.4	398	582608042698532200
2	10000	0.1	398	810763224557341200
2	10000	0.2	398	537946245207321150
2	10000	0.4	398	941560215910699600
4	1000	0.1	398	59662624669406184
4	1000	0.2	398	1818922502091913700
4	1000	0.4	398	976866505926796500
4	10000	0.1	398	809503219968126300
4	10000	0.2	398	1968504849168341500
4	10000	0.4	398	1087558041337024800
0.5	1000	0.1	399	1296758247215957800
0.5	1000	0.2	399	1720857861515957200
0.5	1000	0.4	399	792769208202534e3
0.5	10000	0.1	399	271979928956185280
0.5	10000	0.2	399	87160700492457090
0.5	10000	0.4	399	787271435319599100
1	1000	0.1	399	808485186853961600
1	1000	0.2	399	556565669925655600
1	1000	0.4	399	1985675831855240200
1	10000	0.1	399	1484910643704688400
1	10000	0.2	399	1721139945853830100
1	10000	0.4	399	1736013492223341800
2	1000	0.1	399	547941943918119100
2	1000	0.2	399	729145322755990800
2	1000	0.4	399	645300465483437700
2	10000	0.1	399	887851511341092100
2	10000	0.2	399	192846361442538660
2	10000	0.4	399	1629439064046153e3
4	1000	0.1	399	219267463600703680
4	1000	0.2	399	2059603001040457e3
4	1000	0.4	399	423527349967060300
4	10000	0.1	399	959874923090997400
4	10000	0.2	399	707783427847285900
4	10000	0.4	399	420961988451859500
0.5	1000	0.1	400	221618395227859e3
0.5	1000	0.2	400	1768811361640840700
0.5	1000	0.4	400	1352390901316563500
0.5	10000	0.1	400	1322032738665926e3
0.5	10000	0.2	400	626721044918162400
0.5	10000	0.4	400	349421182095599e3
1	1000	0.1	400	2026128702572544500
1	1000	0.2	400	1650976060959898e3
1	1000	0.4	400	2128166855914982400
1	10000	0.1	400	1106488306398857e3
1	10000	0.2	400	5.7236354021903603e+17
1	10000	0.4	400	124341901036231060
2	1000	0.1	400	776711848882308600
2	1000	0.2	400	510731293510374900
2	1000	0.4	400	2291052734112292900
2	10000	0.1	400	1593023196327219200
2	10000	0.2	400	205984252811255e3
2	10000	0.4	400	793828311936417200
4	1000	0.1	400	1055561156078876400
4	1000	0.2	400	1207999343609556700
4	1000	0.4	400	468627402174958500
4	10000	0.1	400	1709073748790274300
4	10000	0.2	400	1646780775192432400
4	10000	0.4	400	1350458254627223600
0.5	1000	0.1	401	1018198726266109300
0.5	1000	0.2	401	447506920717470700
0.5	1000	0.4	401	2284301939073484300
0.5	10000	0.1	401	1076144117548453e3
0.5	10000	0.2	401	1717380979436522e3
0.5	10000	0.4	401	1827615314291139800
1	1000	0.1	401	1778284076048361500
1	1000	0.2	401	1370642423807008500
1	1000	0.4	401	114129645616091e4
1	10000	0.1	401	1992254124573410600
1	10000	0.2	401	1238985374089288200
1	10000	0.4	401	828701033338039700
2	1000	0.1	401	2287077607152608300
2	1000	0.2	401	523007800510511600
2	1000	0.4	401	1961195271041177300
2	10000	0.1	401	1675420825779067400
2	10000	0.2	401	593852685119494500
2	10000	0.4	401	1692492586380302300
4	1000	0.1	401	1677533624132605700
4	1000	0.2	401	1828786318189540400
4	1000	0.4	401	1589525733412738300
4	10000	0.1	401	131396268691076020
4	10000	0.2	401	1959993841120325e3
4	10000	0.4	401	1539334884125406500
0.5	1000	0.1	402	273532291531536100
0.5	1000	0.2	402	707704386270320900
0.5	1000	0.4	402	2085231632742336300
0.5	10000	0.1	402	2149279474579855600
0.5	10000	0.2	402	1578880187354707500
0.5	10000	0.4	402	445184254356610940
1	1000	0.1	402	380882112423179900
1	1000	0.2	402	310941600856237060
1	1000	0.4	402	851330335685250400
1	10000	0.1	402	1732898090006715400
1	10000	0.2	402	406998826281729860
1	10000	0.4	402	580905655723628e3
2	1000	0.1	402	2109536545480667100
2	1000	0.2	402	2105685117712451800
2	1000	0.4	402	2096974198190595600
2	10000	0.1	402	931616290237853700
2	10000	0.2	402	192126270101300480
2	10000	0.4	402	1340600055480755500
4	1000	0.1	402	2190569743156906e3
4	1000	0.2	402	2294644626875641300
4	1000	0.4	402	523304882232175740
4	10000	0.1	402	1071442723578243200
4	10000	0.2	402	1661652278893276700
4	10000	0.4	402	227605711323636e4
0.5	1000	0.1	403	661663929709531400
0.5	1000	0.2	403	614342647805891300
0.5	1000	0.4	403	726079147700186100
0.5	10000	0.1	403	1525429688239507500
0.5	10000	0.2	403	1231797682671915e3
0.5	10000	0.4	403	1168212543585300200
1	1000	0.1	403	942235245759523800
1	1000	0.2	403	1250844630250534e3
1	1000	0.4	403	137103494765299500
1	10000	0.1	403	1616833168244290800
1	10000	0.2	403	1817052217731227e3
1	10000	0.4	403	92750810940325440
2	1000	0.1	403	259847543884923360
2	1000	0.2	403	2282785284409987e3
2	1000	0.4	403	1752608836267663e3
2	10000	0.1	403	1965105057517674200
2	10000	0.2	403	1929382408222335700
2	10000	0.4	403	914174539696865700
4	1000	0.1	403	1469769642185670700
4	1000	0.2	403	984885917113543800
4	1000	0.4	403	1634890524320172e3
4	10000	0.1	403	1805641648269673e3
4	10000	0.2	403	977170304707329200
4	10000	0.4	403	712418423007179500
0.5	1000	0.1	404	521764097693403100
0.5	1000	0.2	404	1374687566534281700
0.5	1000	0.4	404	2040581185413439e3
0.5	10000	0.1	404	1259050127691895e3
0.5	10000	0.2	404	744363092704108400
0.5	10000	0.4	404	1739744606622166500
1	1000	0.1	404	262992488898005900
1	1000	0.2	404	323925763720451140
1	1000	0.4	404	754058588349157e3
1	10000	0.1	404	147056238494002900
1	10000	0.2	404	1445187302845204e3
1	10000	0.4	404	2119944888045448700
2	1000	0.1	404	674617017936403600
2	1000	0.2	404	38298674942117616
2	1000	0.4	404	1338532536453132800
2	10000	0.1	404	149491912939363040
2	10000	0.2	404	197259873760887e4
2	10000	0.4	404	1027705741258846700
4	1000	0.1	404	1634699965968707e3
4	1000	0.2	404	741973862431317500
4	1000	0.4	404	682123834922099200
4	10000	0.1	404	347442337247937200
4	10000	0.2	404	1819340651293890800
4	10000	0.4	404	1550066322532845600
0.5	1000	0.1	405	2255583763220066300
0.5	1000	0.2	405	1429608651720081200
0.5	1000	0.4	405	722688689658000300
0.5	10000	0.1	405	475194887547599500
0.5	10000	0.2	405	1759660937007215400
0.5	10000	0.4	405	2006054665684712700
1	1000	0.1	405	1678144870104768e3
1	1000	0.2	405	747994201227229700
1	1000	0.4	405	1516322545839351e3
1	10000	0.1	405	1626288348299149e3
1	10000	0.2	405	935531202520744400
1	10000	0.4	405	958925834122305300
2	1000	0.1	405	1628294722950997800
2	1000	0.2	405	235147630856152830
2	1000	0.4	405	1503146405613528e3
2	10000	0.1	405	1787024004879919600
2	10000	0.2	405	2172948746030896400
2	10000	0.4	405	1518891181467928e3
